,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
462,OAuth Django Framework by eofs," The OAuth Django Framework by eofs makes it easy for developers to access the OAuth API using the Django REST Framework. This framework requires Python 2.7 or 3.3, Django 1.7+, Django Rest Framework 3.1+, and OAuthLib 0.6.0.",04.07.2015,https://www.programmableweb.com/framework/oauth-django-framework-eofs,Python,,https://pypi.python.org/pypi/django-oauth-api/0.4.0.post1,https://github.com/eofs/django-oauth-api,
463,Ionic Javascript Framework by Ionic," The Ionic Javascript Framework by Ionicis a HTML5 native app development framework that allows developers to build native-feeling mobile apps with web technologies like HTML, CSS, and Javascript. Ionic is focused mainly on the look and feel, and UI interaction of your app. Ionic recommends AngularJS in order to work at its fully. .",04.03.2015,https://www.programmableweb.com/framework/ionic-javascript-framework-ionic,JavaScript,,http://ionicframework.com/docs/overview/#download,,
464,Yii PHP Framework by Yii," The Yii PHP Framework by Yii is a free, open source project released under the terms of the BSD License. It provides Web application development framework written in PHP5 that promotes DRY design and allows for development. Yii works to streamline application development and helps developers with their application development.",04.03.2015,https://www.programmableweb.com/framework/yii-php-framework-yii,PHP,,http://www.yiiframework.com/download/,,
465,SendGrid SMTP PERL SDK sendgrid-perl," A PERL SDK for interfacing with SendGrid's SMTP API. This SDK provides a wrapper for custom SMTP fields as well as a way to manipulate filter and app settings. SendGrid is a cloud-based platform for sending and managing email, and generating email analytics.",03.21.2015,https://www.programmableweb.com/framework/sendgrid-smtp-perl-sdk-sendgrid-perl,PERL,,https://github.com/sendgrid/sendgrid-perl,https://github.com/sendgrid/sendgrid-perl,
466,Google Affiliate Network Java Library," The Google Affiliate Network Java Library allows developers to integrate Google Affiliate Network data into their Java applications. Developers can add the library to their projects in Maven or Gradle using the provided code, or they can download a zip file containing the required jars.",03.11.2015,https://www.programmableweb.com/framework/google-affiliate-network-java-library,Java,,https://developers.google.com/api-client-library/java/apis/gan/v1beta1,,
467,Skeleton CSS Framework," The Skeleton framework allows developers a framework for smaller, responsive CSS projects that don't need the utility of larger frameworks. Skeleton only styles standard HTML elements and includes a grid. The framework offers itself as a starting point with with UI and roughly 400 lines of CSS unminified (with comments), and has no compiling or installing.",03.05.2015,https://www.programmableweb.com/framework/skeleton-css-framework,C++,,http://getskeleton.com/#code,,
468,App.net Objective-C Framework," Use this framework for building iOS and OSX App.net applications. The framework offers 100% App.net and features and multiuser support. ADNKit's only external dependency is AFNetworking, a networking library. See the framework wiki for detailed installation and implementation documentation.",02.06.2015,https://www.programmableweb.com/framework/app.net-objective-c-framework,Objective-C,App.Net,https://github.com/joeldev/ADNKit,https://github.com/joeldev/ADNKit,
469,Django Twitter API 0.2.1 Framework, This Python language framework allows interaction between Django model interface and Twitter API objects.,02.02.2015,https://www.programmableweb.com/framework/django-twitter-api-0.2.1-framework,Python,Twitter,https://pypi.python.org/pypi/django-twitter-api/0.2.1,http://pypi.python.org/pypi/django-twitter-api,
470,LifePics Android SDK," The LifePics service provides photo finishing and printing, including online storage and sharing of images. The LifePics Android SDK provides tools that enable developers to integrate the LifePics OPEN (Open Photo Ecommerce Network) API into Android applications. This will allow select pictures to be printed automatically from within a user's Android application. The SDK requires a LifePics developer key for use, and supports Android 2.3.3 and later. Instructions detail how to install and implement the SDK using Android Studio.",01.26.2015,https://www.programmableweb.com/framework/lifepics-android-sdk,Java,Lifepics,https://github.com/LifePics/Android-SDK,,
471,KrakenJs Framework," Kraken is a framework in Node.js language that assists in the application development process with security and scalability. Although this tool can be used independently, users can benefit from 4 modules that include Lusca, an application security, Kappa with NPM Proxy, Makara with Dust i18n, and Adaro with Js context. Using Kraken, example projects include a shopping cart, passport integration, localization, and A/B testing.",01.07.2015,https://www.programmableweb.com/framework/krakenjs-framework,Node.js,,http://krakenjs.com/,https://github.com/krakenjs/kraken-js,
472,Laravel PHP Framework," Laravel is a framework in PHP language that invites developers to contribute for continuous improvement. Resources aim to educate users to create projects. Documentation on the Laravel website demonstrates installation, configuration, routing, and controllers. Additionally, it displays authentication, events, localization, security, unit testing, and validation. These guides can help to develop original work or practice over projects like the ones presented in the website. Such examples include Laravel Art, Laravel Cashier, Laravel Homestead, and Laravel Website.",01.07.2015,https://www.programmableweb.com/framework/laravel-php-framework,PHP,Independent Developer,http://laravel.com/,http://laravel.com/docs/4.2/installation,
473,dogpatch PHP Framework," Dogpatch is a framework designed to test HTTP-accessible APIs. The package is written in PHP using curl. The framework was originally created by the team at NodeSocket to help in testing the Commando.io API. The framework supports basic authentication, SSL support, custom requests, and redirection up to 10 levels.",12.23.2014,https://www.programmableweb.com/framework/dogpatch-php-framework,".Net, PHP",NodeSocket,https://github.com/commando/dogpatch,,
474,Gisgraphy," Gisgraphy is a framework that helps users integrate geocoding services into their Java applications and webservices. The data provided comes from GeoNames and OpenStreetMap. Users may also add their own data. Results from Gisgraphy can be output in XML, JSON, PHP, Python, Ruby, YAML, GeoRSS, and Atom.",12.22.2014,https://www.programmableweb.com/framework/gisgraphy,Java,,http://www.gisgraphy.com/,,
475,Bloomberg Solaris Perl Library," This library allows developers using Solaris to create their Bloomberg API with Perl. Solaris developers should note that these libraries can only be used with the Bloomberg Server API and B-Pipe data feed products (not the Desktop API). The Bloomberg API provides free, unrestricted access to raw financial data on current market trades (either real-time or delayed), reference data on historical information, and records of intraday trading. As part of their Open Market Data Initiative the library is offered under a ""free-use"" license, which allows unrestricted access of the interface's header files, documentation, and programming examples.",12.17.2014,https://www.programmableweb.com/framework/bloomberg-solaris-perl-library,PERL,Bloomberg,http://www.bloomberglabs.com/api/libraries/,http://www.bloomberglabs.com/api/libraries/,
476,REST.li Java Framework," Rest.li is an end to end framework optimal for building RESTful APIs. Some of the features of this framework combine approachable APIs for writing non-blocking client and server code using ParSeq, type-safe development using generated data and client bindings, and JAX-RS inspired annotation driven server side resource development. LinkedIn, the professional social media network, uses Rest.li due to its client-side load balance, consistency with services, and the development possibilities of new features. The requirements to work with Rest.li include Java 1.6+ and Gradle 1.8+ or SBT 0.13.0+. A step by step tutorial shows example source code, creation of server, and creation of client.",12.17.2014,https://www.programmableweb.com/framework/rest.li-java-framework,Java,,http://rest.li/index.html,https://github.com/linkedin/rest.li,
477,JAX-RS Java Framework," Java API for RESTful Services (JAX-RS) started as part of the Gen incubator, a community of developers who create projects for the general public. The website offers drafts of the API, specifications, and mailing lists to communicate with the expert group. The latest API proposals are available on the wiki site. Releases include JAX-RS 2.0, JAX-RS 1.1, JAX-RS 1.0, and JAX-RS 0.x. The newest version, JAX-RS 2.0, provides portable APIs to develop, expose, and access web applications in REST. Web resources and provider extensions are available. In the Java community site, users can view the different stages of the project along with links to access every result.",12.17.2014,https://www.programmableweb.com/framework/jax-rs-java-framework,Java,,https://jax-rs-spec.java.net/,https://jcp.org/en/jsr/detail?id=339,
478,Django Python Framework," Django REST framework in Python language aims to facilitate the creation of Web APIs. The requirements to work with Django include Python 2.6.5+, 2.7, 3.2, 3.3, 3.4 and Django 1.4.11+, 1.5.5+, 1.6, 1.7. Installation options are available either by using pip or by cloning from GitHub. Django has been used by Mozilla and Eventbrite. To visualize how this framework can fit into a developer's practices, an example is available with steps to follow. Benefits to develop include community support, customization, and extensive documentation.",12.17.2014,https://www.programmableweb.com/framework/django-python-framework,Python,,http://www.django-rest-framework.org/,https://github.com/tomchristie/django-rest-framework/tree/master,
479,Flask Python Framework," Flask is a micro framework for Python supported by a BSD license. The documentation available on the website or downloadable in PDF or zipped HTML, contains built in developer and debugger, integrated unit testing support, RESTful request dispatching, Jinja2 templates, support for secure cookies, and WSGI 1.0 compliance. Sources of the examples of a microblog and a twitter clone made with Flask can be found on redirected links to GitHub. To contribute as developer, improver, or debugger Flask can be contacted on the IRC channel, the Feedback website, and the issue tracker.",12.17.2014,https://www.programmableweb.com/framework/flask-python-framework,Python,,http://flask.pocoo.org/,,
480,Microsoft ASP.NET Web API Framework," Microsoft ASP.NET Web API is a framework in .NET language that aims to facilitate HTTP building services in browsers and mobile devices. Two installing options are available: visual studio express 2013 and visual studio 2013 community. With the goal to instruct developers about the possibilities of application development, a tutorial has been published with a downloadable complete project. This project includes the steps to create an API web assignment that returns a list of products using JQuery. The specifications of adding a model, adding a controller, calling the Web API, and running the application are available for practice. Besides the rehearsal part, the site offers the following resources: mobile clients, routing, OData, serialization, testing/debugging, error handling, authentication, security, and API reference.",12.17.2014,https://www.programmableweb.com/framework/microsoft-asp.net-web-api-framework,.Net,,http://www.asp.net/web-api,,
481,Sinatra Ruby Framework," Sinatra is an open source framework in Ruby. It is a domain-specific language that aims to accelerate web application development. Sinatra 1.3.0 version offers the feature of a streaming API while digesting differences between evented and sequential Rack servers. To imagine the possibilities of development, readers should consider that Apple, BBC, LinkedIn, and GitHub are some of the companies that use Sinatra. A book written by Alan Harris and Konstantin Haase, ""Sinatra: up and running"" is available for purchase. This resource contains additional information related to installation, routing, application/delegation, modular applications, and implementation of a blog engine.",12.17.2014,https://www.programmableweb.com/framework/sinatra-ruby-framework,Ruby,,http://www.sinatrarb.com/,https://github.com/sinatra/sinatra,
482,Fortune.js Framework," Fortune.js is a framework in Node.js language. This framework can prototype hypermedia APIs with JSON protocol. Some of the available resources include guides, docs, examples, and issue management. Particularly, the guide shows instructional procedures that help to create applications. For example, the specifications sections of defining resources, defining association between resources, before and after associations within resources, and advanced usage aim to differentiate the purpose of the framework. In this case, Fortune.js is not an MVC framework, but a JSON view response specified by the JSON API spec.",12.17.2014,https://www.programmableweb.com/framework/fortune.js-framework,Node.js,,http://fortunejs.com/,,
483,Express.js Framework," Expressjs.com is a framework in Node.js language. Thanks to the resources available that include an introductory guide, a general guide, and a community guide, Expressjs.com aims to facilitate development for desktop and mobile applications. The introductory guide offers installation, express generator, and FAQ. The general guide presents error handling, debugging express, express behind proxies, and middleware. The community guide is under the resources tab. It shows examples, issues, and a Google Group with over 5,000 discussions.",12.17.2014,https://www.programmableweb.com/framework/express.js-framework,Node.js,,http://expressjs.com/,https://github.com/strongloop/expressjs.com?_ga=1.204053650.325584554.1418229057,
484,Eskimo Node.js Framework," Eskimo is a framework that helps developers construct Node.js powered APIs, online retail stores, and other applications. Eskimo is a boilerplate framework, providing simple scaffolding for rapidly developing prototypes and minimum viable products. The framework depends on Mongoose for NoSQL, Jade for HTML, Bookshelf for MySQL/MariaDB/PostgreSQL, and less LESS as a pre-processor and for middleware routing. The framework is customizable with a configuration file that enables the developer to exclude unnecessary parts.",12.02.2014,https://www.programmableweb.com/framework/eskimo-node.js-framework,"JavaScript, Node.js",,http://eskimo.io,https://github.com/niftylettuce/eskimo,
485,Freedomotic Framework," The Freedomotic Framework is an open-source, flexible, and secure development framework. It's functions can help in building and managing modern smart spaces for individuals and business users. Freedomotic's framework works to provide solutions to creating building automation systems, small retail environments and more, and has the ability to be integrated with other automated technologies.",11.27.2014,https://www.programmableweb.com/framework/freedomotic-framework,Java,,http://freedomotic.com/,https://github.com/freedomotic/freedomotic,
486,Zend Framework," Zend is a Framework on PHP. Some of the features include security, modularity, and community. To start with Zend Framework 2, it is recommendable to run at least PHP 5.3.23 with Apache web server and MySQL via PDO extension. Resources include a getcomposer link to create a project from scratch using the skeleton application available on Github, modules to organize a main application specific within each module, routing and controllers to build an inventory, database to run SQL statements, styling to remove any copyright messages, and actions to store to the database.",11.24.2014,https://www.programmableweb.com/framework/zend-framework,PHP,Zend,http://framework.zend.com/,https://github.com/zendframework/zf2,
487,Restlet Framework," Restlet is a framework on Java. Some of the steps to interact with Restlet include concepts related to web browsers, REST architecture, virtual hosts, static files, and URI redirection. In particular, this RESTlet framework contains diverse features that could be useful to create, scale, and extend API development projects. Restlet provides Web API support with REST and HTTP concepts, tunneling service with any HTTP methods, and automatic processes with URI variables extraction. Configuration includes Java via RESTlet API and via XML/WADL files. To scale a project, the service supports non-blocking NIO modes, asynchronous request processing decoupled from IO operations, and fully multi-threaded design per-request resource.",11.24.2014,https://www.programmableweb.com/framework/restlet-framework,Java,Restlet,http://restlet.com/products/restlet-framework/,http://restlet.com/downloads/current/#release=stable&edition=jse&distribution=zip,
488,SproutCore Framework," SproutCore is an open source framework on JavaScript. The origins of SproutCore go back to 2007, when the project was developed by Apple, inspired by Cocoa, and maintained by a growing community. This framework offers features to develop applications for web and mobile. Some of them include KVO, optimized view layer, 50,000 items with the same DOM, compliant with WAI-ARIA, and offline support via Apache and Cordova.",11.24.2014,https://www.programmableweb.com/framework/sproutcore-framework,JavaScript,Apple,http://sproutcore.com/,https://github.com/sproutcore/sproutcore/,
489,Datumbox Framework," Datumbox Machine Learning Framework is written Java, which enables the development of Machine Learning and Statistical applications. With this framework, developers have access to a number of machine learning algorithms &amp; statistical tests.",11.21.2014,https://www.programmableweb.com/framework/datumbox-framework,Java,Datumbox,http://www.datumbox.com/machine-learning-framework/,https://github.com/datumbox/datumbox-framework,
490,Cake PHP Framework," Cake PHP is a framework that aims to build web applications with less code. Simplicity and easiness are the core values for this framework. In the site users can review the reasons why Cake PHP is convenient to create web applications. Some of the rationale includes quick development, clean MVC conventions, and a friendly MIT license. Clinic Finder, MapMe, and ScratchMIT are 3 examples that currently deploy the Cake PHP framework.",11.21.2014,https://www.programmableweb.com/framework/cake-php-framework,PHP,,http://cakephp.org/,https://github.com/cakephp/docs,
491,Guzzle Framework," Guzzle is a framework on PHP HTTP that allows to interact with web services. Guzzle's characteristics aim to simplify POST requests with pluggable HTTP handlers and synchronous/asynchronous requests. Components contain log, OAuth, cache, retry, and message integrity subscribers.",11.21.2014,https://www.programmableweb.com/framework/guzzle-framework,PHP,,http://docs.guzzlephp.org/en/latest/,https://github.com/guzzle/guzzle/blob/master/docs/index.rst,
492,Flight Framework, Flight is a micro-framework on PHP that allows developers to create RESTful applications. Flight requires PHP 5.3 or greater and it is licensed by MIT.,11.21.2014,https://www.programmableweb.com/framework/flight-framework,PHP,,http://flightphp.com/,https://github.com/mikecao/flight,
493,Fat-Free Framework," Fat-Free is a framework on PHP. To develop applications, users can refer to the guide available on the site, that includes instructions for interact with routing engines, plug-ins, and framework variables.",11.21.2014,https://www.programmableweb.com/framework/fat-free-framework,PHP,,http://fatfreeframework.com/home,https://github.com/bcosca/fatfree,
494,Sencha Touch Framework," Sencha Touch is an HTML5 framework that helps to create mobile applications targeted to businesses. This framework provides over 50 built-in components, customized themes, and a built model view controller.",11.21.2014,https://www.programmableweb.com/framework/sencha-touch-framework,JavaScript,,http://www.sencha.com/products/touch,http://docs.sencha.com/touch/2.4/,
495,Atoms Neurospeech Framework," Atoms Neurospeech is a JavaScript framework inspired from Flex and Silverlight. Atoms offers one time/one way/two way bindings, component object model, one liner AJAX, customizable UI scopes, cascade selections, and ready to use line of business controls.",11.20.2014,https://www.programmableweb.com/framework/atoms-neurospeech-framework,JavaScript,,http://atoms.azurewebsites.net/docs/index.html,https://github.com/neurospeech/atoms.js,
496,Rico Framework," Rico is a framework on JavaScript that aims to ease interactive web application development. Drag-and-drop, HTML elements, and animation effects are some of the functions supported by this framework. Additionally, Rico offers grids that can be populated either with static content or dynamic content with AJAX. Translations to French, German, Italian, Portuguese, Spanish, Chinese, Japanese, Korean, Russian, and Ukrainian are available.",11.20.2014,https://www.programmableweb.com/framework/rico-framework,JavaScript,,http://openrico.sourceforge.net/examples/index.html,,
497,Prototype Framework," Prototype is an object-oriented framework on Javascript. It aims to facilitate web applications using class-style OO framework, Ajax support, and DOM manipulation.",11.20.2014,https://www.programmableweb.com/framework/prototype-framework,JavaScript,,http://prototypejs.org/,https://github.com/sstephenson/prototype/tree/master,
498,Sencha Ext Framework," Sencha Ext is a framework on Javascript that can be used to build business mobile applications. Version 5 offers additional features such as tablet support, grid widgets, model-view architecture, 2 way data binding, routing, and session management.",11.20.2014,https://www.programmableweb.com/framework/sencha-ext-framework,JavaScript,,http://www.sencha.com/products/extjs/,http://docs.sencha.com/extjs/5.0/,
499,Dojo Toolkit Framework," Dojo toolkit 1.10 is an HTML5 framework on Javascript for mobile application development. This framework allows developers to create apps in iOS 5+, Android 2.2+, Windows Phone 8+, Blackberry 6+, and Node.js 0.6 11+, 0.8 6+, and 0.10+.",11.20.2014,https://www.programmableweb.com/framework/dojo-toolkit-framework,JavaScript,,http://dojotoolkit.org/,http://svn.dojotoolkit.org/src/,
500,Chaplin Framework," Chaplin is a framework on Javascript that uses the Backbone.js library. With Chaplin, web application development should be easier due to the functionality, scalability, and accessibility offered on the site.",11.20.2014,https://www.programmableweb.com/framework/chaplin-framework,JavaScript,,http://chaplinjs.org/,https://github.com/chaplinjs,
501,Sammy Framework, Sammy is a framework on Javascript. It is 16K compressed and 5.2 compressed and gzipped. This framework is built on plugins and adapters. It aims to extract developers' code into reusable plugins.,11.13.2014,https://www.programmableweb.com/framework/sammy-framework,JavaScript,,http://sammyjs.org/docs,https://github.com/quirkey/sammy,
502,Can JavaScript Framework," Can is a framework on Javascript. It aims to build applications that are flexible, powerful, and fast. It's flexible because developers can reuse templates. It's powerful because the framework contains 2 RESTful models. And it's fast because the responsive widgets can be learned in a day.",11.13.2014,https://www.programmableweb.com/framework/can-javascript-framework,JavaScript,,http://canjs.com/,https://github.com/bitovi/canjs/,
503,Backbone Framework," Backbone is a framework on Javascript. It connects events, collections, and functions to existent APIs over a RESTful JSON interface.",11.13.2014,https://www.programmableweb.com/framework/backbone-framework,JavaScript,,http://backbonejs.org/,https://github.com/jashkenas/backbone,
504,Licas Framework," Written in Java and Android compatible, Licas allows you to build service-based networks. All of the main SOA features are included for distributed communications or architecture and additional packages allow for AI programming. Build lightweight networks of service-based components (SOA or Cloud). Programmable framework with many features - add/run services, add/search metadata, autonomous, agent-based, self-organizing and distributed communication. Java J2SE (1.5+) compatible. Communication includes XML-RPC, REST, HTTP and dynamic Web Services (SOAP). An 'All-in-One' GUI is a free tool, available from the DCS site and can be used to run all of the packages and separate modules. Alternatively, write programs using the stand-alone server, or by extending the open source classes. A p2p network can be setup requiring only the HTTP address and optional passwords. Example Apps are messenger, file sharing, web services, query. The code can also be used for more scientific programs. Sub-packages include text or query processing, or heuristic evaluation. A problem solver provides genetic algorithms and other AI algorithms, integrated into the whole system.",11.13.2014,https://www.programmableweb.com/framework/licas-framework,Java,,http://distributedcomputingsystems.co.uk/licas.html,https://sourceforge.net/projects/licas/,
505,PyGtalkRobot Google Talk Python Framework, PyGtalkRobot is a Google Talk bot framework written in Python. This framework requires the user to have either Python 2.4+ or ActivePython. Its dependencies are xmpppy and pydns.,11.13.2014,https://www.programmableweb.com/framework/pygtalkrobot-google-talk-python-framework,Python,Google,https://code.google.com/p/pygtalkrobot/,,
506,Derby.js Framework, Derby.js is a framework designed for developers to create collaborative real time web applications. The MVC framework facilitates the creation of applications that serve in Node.js and the browser.,11.05.2014,https://www.programmableweb.com/framework/derby.js-framework,JavaScript,,http://derbyjs.org/,https://github.com/derbyjs/derby,
507,Zendesk Framework," The Zendesk framework can be utilized to construct robust Zendesk-themed apps with the help of JavaScript APIs. Zendesk apps can enhance functionality such as ticket information, customer details, and time tracking.",10.17.2014,https://www.programmableweb.com/framework/zendesk-framework,JavaScript,Zendesk,https://developer.zendesk.com/apps/docs/agent/introduction,https://github.com/zendesk/demo_apps/tree/master/hello_world_sample_app,
508,Garmin Connect IQ SDK," Connect IQ a platform for third-party developers to create apps for Garmin products, and the Connect IQ SDK gives developers the tools to build these apps. With Connect IQ developers can customize the user experience with new faces, use the sensors to accumulate data and metrics, create widgets for instant information tidbits, and create fitness-reflated lifestyle web apps. A preview of the SDK is now available to start building apps for Garmin wearable devices. Devices that are compatible with Connect IQ will be available early 2015, but until then, the simulator included in the SDK will provide a testing platform for what is being built.",10.17.2014,https://www.programmableweb.com/framework/garmin-connect-iq-sdk,Unspecified,Garmin,http://developer.garmin.com/connect-iq/overview/,,
509,Algolia Rails Client," This Ruby on Rails gem allows developers to easily integrate Algolia into object relational mapping systems. The Algolia Search API can be implemented into web applications to reference a database to display a drop down of real time search results. The API supports quick faceted, full-text, and numerical search results.",10.13.2014,https://www.programmableweb.com/framework/algolia-rails-client,Ruby,,https://github.com/algolia/algoliasearch-rails#readme,,
510,Feed.Fm Unity SDK," Feed.Fm offers Unity SDK, a kit that wraps the REST API for the Unity environment. Developers can find a sample scene in the website to become aware of the functionality. In this case, the quickest way to understand how the kit works is to install the package and open the sample in Assets/FeedFm Demos/PlayerScene.unity. Additional to a sample scene, users can find guides related to the Player GUI that includes initialization, rendering, and caveats.",09.17.2014,https://www.programmableweb.com/framework/feed.fm-unity-sdk,C#,,http://developer.feed.fm/documentation,https://github.com/fuzz-radio/Unity-Native-SDK,
511,Splunk PHP SDK," The Splunk developer platform consists of three primary components: Splunkd, the engine; Splunk Web, the app framework that sits on top of the engine; and the Splunk SDKs that interface with the REST API and extension points.The Splunk SDK for PHP lets developers target Splunkd by making calls against the engine's REST API and accessing the various Splunkd end points such as custom search commands, lookup functions, scripted inputs, and custom REST handlers.",09.17.2014,https://www.programmableweb.com/framework/splunk-php-sdk,PHP,Splunk,http://dev.splunk.com/view/php-sdk/SP-CAAAEJM,,
512,GuildWars2::API," GuildWars2::API is a PERL library that provides a set of standard interfaces for interacting with the Guild Wars 2 API. This library was written in PERL 5.16.3, and users will need to have at least PERL 5.14.0.",09.07.2014,https://www.programmableweb.com/framework/guildwars2api,PERL,,https://github.com/dr-ishmael/GuildWars2-API,,
513,GW2API by Frugghi," GW2API by Frugghi is an Objective-C framework for accessing the Guild Wars 2 API, especially for integration with iOS and OS X applications. The framework's prerequisites are OS X, iOS: 6.0+, and ARC.",09.06.2014,https://www.programmableweb.com/framework/gw2api-frugghi,Objective-C,,https://github.com/Frugghi/GW2API,,
514,Durmand Priory," Durmand Priory is a framework written in Objective-C for accessing the Guild Wars 2 API. All of the API's endpoints are included in the framework, but it's still a work in progress.",09.06.2014,https://www.programmableweb.com/framework/durmand-priory,Objective-C,,https://github.com/dannywartnaby/DurmandPriory,,
515,React Javascript Framework," React is a JavaScript framework that helps developers build user interfaces. It can easily serve as the ""view"" element in a model-view-controller (MVC) stack since it makes no assumptions about the rest of the stack. The library is declarative, lightweight, efficient, and flexible.",09.05.2014,https://www.programmableweb.com/framework/react-javascript-framework,JavaScript,Facebook,http://facebook.github.io/react/index.html,https://github.com/facebook/react,
516,Ember JavaScript," Ember-Runtime is a framework that provides core functions for Ember including cross-platform functions, and support for property observing and objects. It's focus is on small size and performance. It is intended to be used in place of or along-side other cross-platform libraries such as jQuery. The core Runtime framework is based on the jQuery API with a number of performance optimizations.",09.05.2014,https://www.programmableweb.com/framework/ember-javascript,JavaScript,Tilde,http://emberjs.com/,https://github.com/emberjs/ember.js,
517,AngularJS," Google provides AngularJS, a framework that can help developers to extend an application in HTML using Javascript objects. The site displays code with examples named basic html code, add some control, wire up backend, and create components. Such samples add js and css to the html to include style and functionality. In the main sites, users can view code on Githib and access the download file. To build an application using Angular, developers can practice in a browser at no cost.",09.05.2014,https://www.programmableweb.com/framework/angularjs,JavaScript,Google,https://angularjs.org/,,
518,Meteor JavaScript Framework," Meteor is a service that allows users to build web applications. Some features of Meteor include application interoperability, data synchronization, and live page updates. The Meteor JavaScript Framework is an open source tool for developers to construct web apps purely using JavaScript.",09.05.2014,https://www.programmableweb.com/framework/meteor-javascript-framework,JavaScript,,https://www.meteor.com/,https://github.com/meteor/meteor,
519,Bottle," Bottle is a Python Web Framework. With Bottle users can request calls, receive support for mako, jinja2 and cheetah templates. They can also access services to create data, upload files, cookies and headers. Bottle is built in HTTP and is supported with Google App Engine and WSGI servers.",08.27.2014,https://www.programmableweb.com/framework/bottle,Python,Independent Developer,http://bottlepy.org/docs/dev/index.html,https://pypi.python.org/pypi/bottle,
520,Tornado," Tornado is a framework developed at FriendFeed, a feed created with friends' news, articles, photos and videos and shared in multiple collaborative sites. With Tornado, users can access applications, websockets, and long polling code. This service is optimum for consumers who require lasting connections. The framework serves also as an asynchronous networking library.",08.27.2014,https://www.programmableweb.com/framework/tornado,Python,FriendFeed,http://www.tornadoweb.org/en/stable/,https://github.com/tornadoweb/tornado,
521,Giotto," Giotto is a framework based on the model, view and controllers (MVC) concept. Some of the characteristics of Giotto include a free RESTful interface, automatic URL routing, and Jinja2 for HTML templates with an API. This framework promotes functionality while the code for model, view, and controller is separated from an existing association.",08.27.2014,https://www.programmableweb.com/framework/giotto,Python,Independent Developer,http://giotto.readthedocs.org/en/latest/index.html,https://github.com/priestc/giotto,
522,Cloudmade Nav SDK," The Nav SDK by Cloudmade is designed for developers to implement customizable tools into mobile devices for use in automobile navigation. Developed from the ground up, the Nav SDK supports multiple software platforms, compatible with Linux, QNX, Android, iOS, WinCE, and Windows Phone. The SDK is flexible enough to be implemented into various hardware platforms such as wearables, smartphone, and a car's dashboard control panel. Integrating 3rd party APIs for data sources is possible, and the SDK comes compatible with all major map providers. Some main features this hybrid offline/online SDK specializes in is route calculating, re-routing, voice control, and displaying traffic data.",08.21.2014,https://www.programmableweb.com/framework/cloudmade-nav-sdk,"Java, Objective-C",CloudMade,http://cloudmade.com/solutions/navigation-guidance,,
523,easyXDM Framework," easyXDM is a JavaScript framework that enables easy cross-domain messaging and JavaScript API exposure. It is a nearly independent framework written with light and flexible code. The framework allows the ability to transfer strings between two windows, termed a 'provider' and a 'consumer.' easyXDM works well with low latency on the following browsers: IE, Opera, Firefox, Safari, and Chrome.",08.20.2014,https://www.programmableweb.com/framework/easyxdm-framework,JavaScript,Independent Developer,http://easyxdm.net/wp/,https://github.com/oyvindkinsey/easyXDM,
524,Grape," Grape is a RESTful micro-framework that allows developers to build simple APIs in Ruby. With built in support for conventions and versioning, it's simplicity makes it an alternative to using a large framework such as Rails. Grape is designed with DSL to compliment existing web applications with an easy to implement API.",08.18.2014,https://www.programmableweb.com/framework/grape,Ruby,,http://intridea.github.io/grape/,,
525,Zillow API in Cake, Zillow API in Cake allows developers to access the Zillow API using the CakePHP development framework. This framework is designed to help PHP users of all skill levels quickly develop applications.,08.11.2014,https://www.programmableweb.com/framework/zillow-api-cake,PHP,Zillow,https://github.com/brij420/Zillow-API-in-Cake,,
526,Restify," restify is a small framework that borrows from express, used to build RESTful web services in Node.js. It provides out of the box support for features used to build such services such as versioning, error handling, content negotiation and CORS.",07.31.2014,https://www.programmableweb.com/framework/restify,Node.js,,http://mcavage.me/node-restify/,https://github.com/mcavage/node-restify,
527,Express," Express is a minimal node.js web application framework. It offers developers a full set of features for building single, multi-page, and hybrid web applications. Express is styled after Sinatra.",07.30.2014,https://www.programmableweb.com/framework/express,Node.js,,http://expressjs.com/,https://github.com/strongloop/express,
528,Hapi, Hapi is a server framework for Node.js originally created by Walmart Labs. It is designed as a scalable web framework that can help developers evolve their system over time. Hapi offers REST API support and infrastructure for building web apps or serving static content.,07.30.2014,https://www.programmableweb.com/framework/hapi,Node.js,,http://hapijs.com/,https://github.com/spumko/hapi,
529,FMEngine," FMEngine is an Objective-C framework created for the Last.fm API. The framework doesn't parse output from the Last.fm API, so users will need to use their own parsers. FMEngine can be used in iPhone and Mac OS X applications and is released under the MIT License.",07.24.2014,https://www.programmableweb.com/framework/fmengine,Objective-C,,https://github.com/westbaer/FMEngine/tree/master,,
530,lastfm-sharp, lastfm-sharp is an open-source .NET interface to the Last.fm API. It comes with proxy support and is fully compatible with the .Net Framework and Mono.,07.24.2014,https://www.programmableweb.com/framework/lastfm-sharp,".Net, C#",,https://code.google.com/p/lastfm-sharp/,,
531,Flickraw," Flickraw is a Ruby library that provides an interface to the Flickr API. Data returned through the interface is presented in a simple and intuitive manner. Because the library's methods are fetched from Flickr when it loads, the library is always up-to-date.",07.23.2014,https://www.programmableweb.com/framework/flickraw,Ruby,,http://hanklords.github.io/flickraw/,https://github.com/hanklords/flickraw,
